         0.0002 -2.552744201e-008 1.999517753e-006
         0.0002 -8.832121619e-008 1.997729275e-006
         0.0002 -1.510278282e-007 1.99396928e-006
         0.0002 -2.135853937e-007 1.988241478e-006
         0.0002 -2.759321762e-007 1.980551521e-006
         0.0002 -3.380066469e-007   1.970907e-006
         0.0002 -3.997475461e-007 1.959317431e-006
         0.0002 -4.610939426e-007 1.945794252e-006
         0.0002 -5.219852949e-007 1.930350809e-006
         0.0002 -5.82361511e-007 1.913002343e-006
         0.0002 -6.421630065e-007 1.893765975e-006
         0.0002 -7.013307646e-007 1.872660688e-006
         0.0002 -7.598063939e-007 1.849707312e-006
         0.0002 -8.175321859e-007 1.824928497e-006
         0.0002 -8.744511725e-007 1.798348699e-006
         0.0002 -9.305071814e-007 1.769994147e-006
         0.0002 -9.85644892e-007 1.739892825e-006
         0.0002 -1.03980989e-006 1.708074438e-006
         0.0002 -1.092948722e-006 1.674570389e-006
         0.0002 -1.145008944e-006 1.639413741e-006
         0.0002 -1.195939181e-006 1.602639189e-006
         0.0002 -1.245689171e-006 1.564283025e-006
         0.0002 -1.294209816e-006 1.524383104e-006
         0.0002 -1.341453232e-006  1.4829788e-006
         0.0002 -1.387372795e-006 1.440110975e-006
         0.0002 -1.43192319e-006 1.395821935e-006
         0.0002 -1.475060449e-006 1.350155387e-006
         0.0002 -1.516742001e-006 1.303156398e-006
         0.0002 -1.556926712e-006 1.254871351e-006
         0.0002 -1.595574924e-006 1.205347898e-006
         0.0002 -1.632648497e-006 1.154634912e-006
         0.0002 -1.668110842e-006 1.102782441e-006
         0.0002 -1.701926964e-006 1.049841657e-006
         0.0002 -1.734063489e-006 9.958648055e-007
         0.0002 -1.764488703e-006 9.409051559e-007
         0.0002 -1.793172579e-006 8.850169465e-007
         0.0002 -1.820086811e-006 8.282553322e-007
         0.0002 -1.845204837e-006 7.706763298e-007
         0.0002 -1.868501868e-006 7.12336763e-007
         0.0002 -1.889954914e-006 6.53294206e-007
         0.0002 -1.909542802e-006 5.936069262e-007
         0.0002 -1.927246202e-006 5.333338279e-007
         0.0002 -1.943047643e-006 4.725343937e-007
         0.0002 -1.95693153e-006 4.112686252e-007
         0.0002 -1.968884162e-006 3.495969842e-007
         0.0002 -1.978893743e-006 2.875803329e-007
         0.0002 -1.986950395e-006 2.252798749e-007
         0.0002 -1.993046167e-006 1.627570931e-007
         0.0002 -1.997175043e-006 1.000736892e-007
         0.0002 -1.999332948e-006 3.729152444e-008
         0.0002 -1.999517753e-006 -2.552744235e-008
         0.0002 -1.997729275e-006 -8.832121638e-008
