0.412212	0.001
0.602655	0.00149403
0.788692	0.00132763
0.968845	0.0012223
1.15307	0.00128142
1.32957	0.00116591
1.53309	8.278444e-004
1.76776	0.00109907
2.00634	8.576959e-004
2.31346	9.766604e-004
2.42594	7.896523e-004
2.79728	5.411695e-004
3.38228	6.018485e-004
3.54673	5.809016e-004
3.7785	5.541020e-004
3.96222	5.162030e-004
4.15486	5.673436e-004
4.35688	5.541020e-004
3.49104	4.375479e-004
4.15486	4.641589e-004
4.56871	4.696722e-004
4.71563	5.223345e-004
4.94491	4.273358e-004
5.10392	4.028359e-004
5.35208	4.273358e-004
5.6123	4.533256e-004
5.79277	3.981072e-004
6.07442	4.696722e-004
6.47137	4.324117e-004
6.78602	4.752510e-004
7.00424	5.541020e-004
7.34479	4.866083e-004
8.33609	5.223345e-004
8.88083	4.641589e-004
8.2052	4.028359e-004
9.16641	3.888155e-004
9.76542	3.981072e-004
9.31263	3.143662e-004
10.5695	3.181003e-004
10.9094	2.571914e-004
11.6223	2.696306e-004
12.3818	2.232122e-004
12.9838	2.728333e-004
13.8323	2.894266e-004
14.7362	3.070291e-004
15.6992	2.664655e-004
16.7251	2.602463e-004
18.1022	2.894266e-004
19.2852	3.455107e-004
22.5919	3.888155e-004
24.4521	4.028359e-004
26.8877	3.842513e-004
29.5659	5.041550e-004
35.1878	4.923883e-004
32.5108	4.273358e-004
37.4872	4.273358e-004
45.327	4.587103e-004
42.5467	6.162311e-004
47.5309	5.475976e-004
52.2653	4.752510e-004
56.5688	6.934667e-004
66.2683	4.923883e-004
71.7249	5.348169e-004
71.7249	7.184727e-004
62.2034	3.842513e-004
89.5138	4.641589e-004
128.815	5.809016e-004
